trip_id,pickup_time,drop_time,passenger_count,trip_distance,PULocationID,DOLocationID,payment_type,payment_method,fare_amount,surge_fare,Total_fare
5690,13-04-2025 22:23,13-04-2025 22:39,4,3.64,79,186,3,Google Pay,9.9,1.8,11.7
5691,21-04-2025 04:02,21-04-2025 04:26,3,4.26,166,199,3,Google Pay,11.16,6.23,17.39
5692,29-04-2025 12:17,29-04-2025 13:15,2,27.18,39,145,3,Google Pay,57.74,2.69,60.43
5693,06-04-2025 18:04,06-04-2025 18:23,5,16.01,214,59,3,Google Pay,35.04,7.14,42.18
5694,06-04-2025 23:23,06-04-2025 23:46,4,23.85,131,195,3,Google Pay,50.98,5.14,56.12
5695,24-04-2025 23:20,25-04-2025 00:07,3,3.9,157,143,3,Google Pay,10.43,6.95,17.38
5696,08-04-2025 18:20,08-04-2025 18:56,6,27.87,159,223,3,Google Pay,59.15,8.92,68.07
5697,02-04-2025 07:12,02-04-2025 07:48,3,24.72,227,100,3,Google Pay,52.74,1.38,54.12
5698,02-04-2025 14:23,02-04-2025 15:18,2,7.13,45,26,3,Google Pay,16.99,0.67,17.66
5699,17-04-2025 05:45,17-04-2025 06:30,2,26.29,201,14,3,Google Pay,55.94,4,59.94
5700,15-04-2025 19:12,15-04-2025 19:42,1,8.27,22,122,3,Google Pay,19.31,7.17,26.48
5701,22-04-2025 16:05,22-04-2025 16:48,4,6.56,242,7,3,Google Pay,15.83,8.86,24.69
5702,22-04-2025 06:17,22-04-2025 06:44,1,8.3,229,219,3,Google Pay,19.37,0.35,19.72
5703,25-04-2025 14:27,25-04-2025 15:06,3,27.34,238,220,3,Google Pay,58.07,7.93,66
5704,13-04-2025 09:32,13-04-2025 10:07,5,27.51,149,183,3,Google Pay,58.42,0.75,59.17
5705,25-04-2025 23:09,25-04-2025 23:32,5,10.21,67,108,3,Google Pay,23.25,5.81,29.06
5706,21-04-2025 05:53,21-04-2025 06:04,2,21.31,7,124,3,Google Pay,45.81,3.44,49.25
5707,07-04-2025 03:34,07-04-2025 03:53,5,20.43,233,170,3,Google Pay,44.02,0.18,44.2
5708,25-04-2025 13:02,25-04-2025 13:14,5,24.29,256,257,3,Google Pay,51.87,0.97,52.84
5709,09-04-2025 01:22,09-04-2025 02:15,5,9.25,67,9,3,Google Pay,21.3,3.54,24.84
5710,27-04-2025 21:20,27-04-2025 22:13,3,15.55,250,125,3,Google Pay,34.11,9.54,43.65
5711,28-04-2025 04:43,28-04-2025 05:06,5,20.2,77,162,3,Google Pay,43.56,1.55,45.11
5712,21-04-2025 18:40,21-04-2025 19:11,6,1.27,87,36,3,Google Pay,5.08,2.72,7.8
5713,29-04-2025 17:16,29-04-2025 17:49,5,11.61,252,4,3,Google Pay,26.1,9.94,36.04
5714,29-04-2025 22:31,29-04-2025 22:56,5,21.03,222,87,3,Google Pay,45.24,4.81,50.05
5715,26-04-2025 16:01,26-04-2025 16:21,1,7.95,72,91,3,Google Pay,18.66,2.62,21.28
5716,20-04-2025 19:06,20-04-2025 19:53,3,28.75,202,58,3,Google Pay,60.94,6.16,67.1
5717,24-04-2025 19:45,24-04-2025 20:17,2,1.39,59,140,3,Google Pay,5.33,4.36,9.69
5718,30-04-2025 02:49,30-04-2025 03:01,1,28.76,221,172,3,Google Pay,60.96,8.58,69.54
5719,30-04-2025 02:32,30-04-2025 02:48,4,6.89,157,260,3,Google Pay,16.5,0.08,16.58
5720,25-04-2025 07:02,25-04-2025 07:36,3,1.94,181,25,3,Google Pay,6.44,9.97,16.41
5721,15-04-2025 02:13,15-04-2025 02:38,6,9.13,213,198,3,Google Pay,21.06,0.66,21.72
5722,16-04-2025 19:12,16-04-2025 19:59,3,23.7,129,67,3,Google Pay,50.67,5.37,56.04
5723,22-04-2025 22:05,22-04-2025 22:17,4,22.7,243,118,3,Google Pay,48.64,6.97,55.61
5724,25-04-2025 13:27,25-04-2025 13:54,4,6.66,172,6,3,Google Pay,16.04,5.5,21.54
5725,11-04-2025 08:05,11-04-2025 08:54,4,6.31,163,97,3,Google Pay,15.33,3.01,18.34
5726,05-04-2025 01:49,05-04-2025 02:19,2,19.46,24,72,3,Google Pay,42.05,8.55,50.6
5727,21-04-2025 02:37,21-04-2025 03:27,5,14.01,193,258,3,Google Pay,30.98,4.3,35.28
5728,15-04-2025 00:16,15-04-2025 00:29,3,23.87,129,38,3,Google Pay,51.02,3.01,54.03
5729,17-04-2025 15:31,17-04-2025 16:25,5,1.21,41,56,3,Google Pay,4.96,7.68,12.64
5730,19-04-2025 18:14,19-04-2025 18:49,5,18.51,31,103,3,Google Pay,40.12,1.46,41.58
5731,12-04-2025 19:46,12-04-2025 20:44,6,22.05,36,103,3,Google Pay,47.32,2.05,49.37
5732,08-04-2025 02:05,08-04-2025 03:01,4,29.8,253,216,3,Google Pay,63.07,2.53,65.6
5733,14-04-2025 19:34,14-04-2025 20:34,2,20.52,215,21,3,Google Pay,44.21,4.35,48.56
5734,01-04-2025 11:31,01-04-2025 12:07,6,7.34,256,115,3,Google Pay,17.42,0.2,17.62
5735,01-04-2025 00:06,01-04-2025 00:49,1,3.69,186,210,3,Google Pay,10,9.92,19.92
5736,24-04-2025 19:36,24-04-2025 20:07,2,19.41,61,203,3,Google Pay,41.95,6,47.95
5737,07-04-2025 04:52,07-04-2025 05:40,5,15.93,262,188,3,Google Pay,34.88,9.71,44.59
5738,16-04-2025 15:36,16-04-2025 15:56,2,27.02,111,151,3,Google Pay,57.42,8.07,65.49
5739,14-04-2025 01:13,14-04-2025 01:19,4,21.93,141,191,3,Google Pay,47.07,1.34,48.41
5740,22-04-2025 08:29,22-04-2025 08:52,1,15.54,233,214,3,Google Pay,34.09,2.09,36.18
5741,25-04-2025 08:28,25-04-2025 08:50,4,12.41,23,42,3,Google Pay,27.72,0.34,28.06
5742,01-04-2025 09:05,01-04-2025 09:42,1,12.43,79,194,3,Google Pay,27.76,8.34,36.1
5743,23-04-2025 09:19,23-04-2025 09:37,6,7.18,31,250,3,Google Pay,17.09,5.93,23.02
5744,22-04-2025 17:05,22-04-2025 18:04,5,1.01,4,81,3,Google Pay,4.55,2.15,6.7
5745,14-04-2025 15:15,14-04-2025 16:10,1,17.46,118,41,3,Google Pay,37.99,9.7,47.69
5746,01-04-2025 09:58,01-04-2025 10:29,1,6.77,66,20,3,Google Pay,16.26,7.37,23.63
5747,20-04-2025 14:09,20-04-2025 14:17,1,6.65,176,9,3,Google Pay,16.02,7.06,23.08
5748,14-04-2025 07:56,14-04-2025 08:36,2,4.2,123,124,3,Google Pay,11.04,2.67,13.71
5749,28-04-2025 04:05,28-04-2025 04:59,6,6.09,231,203,3,Google Pay,14.88,3.13,18.01
5750,11-04-2025 12:32,11-04-2025 12:57,2,1.44,43,78,3,Google Pay,5.43,6.68,12.11
5751,01-04-2025 07:53,01-04-2025 08:14,5,20.39,4,210,3,Google Pay,43.94,5.94,49.88
5752,25-04-2025 22:47,25-04-2025 23:35,1,12.34,190,18,3,Google Pay,27.58,6.47,34.05
5753,18-04-2025 00:07,18-04-2025 00:32,6,17.06,250,236,3,Google Pay,37.18,8.79,45.97
5754,09-04-2025 13:58,09-04-2025 14:29,6,19.29,144,200,3,Google Pay,41.71,1.6,43.31
5755,19-04-2025 17:43,19-04-2025 18:13,3,29.19,158,252,3,Google Pay,61.83,1.16,62.99
5756,26-04-2025 12:16,26-04-2025 13:12,5,2.51,65,239,3,Google Pay,7.6,5.65,13.25
5757,20-04-2025 21:26,20-04-2025 21:59,6,12.83,75,119,3,Google Pay,28.58,5,33.58
5758,18-04-2025 23:10,18-04-2025 23:42,1,7.75,29,7,3,Google Pay,18.25,4.03,22.28
5759,12-04-2025 08:57,12-04-2025 09:27,1,14.56,238,253,3,Google Pay,32.09,9.05,41.14
5760,08-04-2025 10:20,08-04-2025 10:41,6,27.65,153,128,3,Google Pay,58.7,5.58,64.28
5761,30-04-2025 09:35,30-04-2025 09:43,2,21.86,94,92,3,Google Pay,46.93,5.67,52.6
5762,18-04-2025 17:40,18-04-2025 18:02,5,20.03,237,6,3,Google Pay,43.21,3.66,46.87
5763,18-04-2025 05:16,18-04-2025 05:52,1,13.52,115,74,3,Google Pay,29.98,3.44,33.42
5764,11-04-2025 00:56,11-04-2025 01:47,6,20.3,219,56,3,Google Pay,43.76,9.88,53.64
5765,12-04-2025 23:14,12-04-2025 23:33,1,1.46,246,238,3,Google Pay,5.47,6.23,11.7
5766,04-04-2025 14:31,04-04-2025 14:57,6,17.79,32,22,3,Google Pay,38.66,8.25,46.91
5767,20-04-2025 05:11,20-04-2025 05:56,5,16.84,20,41,3,Google Pay,36.73,4.47,41.2
5768,29-04-2025 11:01,29-04-2025 11:58,6,10.73,53,258,3,Google Pay,24.31,1.92,26.23
5769,11-04-2025 21:39,11-04-2025 21:46,3,6.44,206,48,3,Google Pay,15.59,3.25,18.84
5770,24-04-2025 12:16,24-04-2025 12:40,6,24.32,219,139,3,Google Pay,51.93,3.46,55.39
5771,28-04-2025 21:47,28-04-2025 22:20,6,2.09,195,202,3,Google Pay,6.75,5.65,12.4
5772,13-04-2025 08:56,13-04-2025 09:27,5,2.56,195,140,3,Google Pay,7.7,1.55,9.25
5773,13-04-2025 22:56,13-04-2025 23:15,6,13.5,82,142,3,Google Pay,29.94,3.87,33.81
5774,30-04-2025 12:17,30-04-2025 12:58,5,7.95,1,233,3,Google Pay,18.66,1.01,19.67
5775,25-04-2025 05:01,25-04-2025 05:16,3,22.49,167,158,3,Google Pay,48.21,4.97,53.18
5776,13-04-2025 05:37,13-04-2025 06:16,5,19.21,183,38,3,Google Pay,41.55,9.47,51.02
5777,19-04-2025 19:00,19-04-2025 19:18,1,23.29,157,75,3,Google Pay,49.84,3.39,53.23
5778,09-04-2025 13:20,09-04-2025 14:14,5,10.08,201,175,3,Google Pay,22.99,0.5,23.49
5779,04-04-2025 02:46,04-04-2025 03:31,3,22.35,192,39,3,Google Pay,47.93,6.09,54.02
5780,09-04-2025 07:14,09-04-2025 07:26,4,25.94,76,73,3,Google Pay,55.22,6.35,61.57
5781,07-04-2025 05:13,07-04-2025 05:57,6,10.69,140,58,3,Google Pay,24.23,4.8,29.03
5782,14-04-2025 04:18,14-04-2025 05:02,5,10.53,196,89,3,Google Pay,23.9,3.97,27.87
5783,06-04-2025 00:32,06-04-2025 00:58,6,27.05,61,134,3,Google Pay,57.48,8.93,66.41
5784,29-04-2025 23:39,29-04-2025 23:52,2,1.97,83,143,3,Google Pay,6.5,9.38,15.88
5785,21-04-2025 17:21,21-04-2025 18:04,1,10.83,5,95,3,Google Pay,24.51,6.73,31.24
5786,29-04-2025 02:43,29-04-2025 03:22,1,4,219,156,3,Google Pay,10.63,5.01,15.64
5787,21-04-2025 14:32,21-04-2025 14:38,2,1.35,254,201,3,Google Pay,5.24,0.68,5.92
5788,13-04-2025 09:14,13-04-2025 10:05,2,3.83,88,160,3,Google Pay,10.28,3.01,13.29
5789,29-04-2025 08:12,29-04-2025 08:18,5,13.22,209,211,3,Google Pay,29.37,2.85,32.22
5790,23-04-2025 09:23,23-04-2025 10:19,2,20.77,180,172,3,Google Pay,44.72,0.58,45.3
5791,09-04-2025 13:06,09-04-2025 13:35,4,9.03,208,70,3,Google Pay,20.85,8.43,29.28
5792,15-04-2025 14:13,15-04-2025 14:23,6,25.57,65,145,3,Google Pay,54.47,8.67,63.14
5793,01-04-2025 21:11,01-04-2025 22:05,6,13.41,21,167,3,Google Pay,29.76,9.12,38.88
5794,07-04-2025 22:11,07-04-2025 23:01,3,29.06,177,117,3,Google Pay,61.57,7.42,68.99
5795,03-04-2025 06:12,03-04-2025 06:38,2,28.65,22,185,3,Google Pay,60.73,7.11,67.84
5796,25-04-2025 08:19,25-04-2025 08:46,2,23.31,36,203,3,Google Pay,49.88,4.78,54.66
5797,02-04-2025 00:10,02-04-2025 01:04,4,28.01,250,162,3,Google Pay,59.43,8.57,68
5798,09-04-2025 11:05,09-04-2025 11:59,1,21.36,149,188,3,Google Pay,45.92,5.1,51.02
5799,05-04-2025 15:42,05-04-2025 16:22,1,26.92,73,43,3,Google Pay,57.22,0.3,57.52
5800,13-04-2025 20:08,13-04-2025 20:17,6,7.48,91,201,3,Google Pay,17.7,5.85,23.55
5801,13-04-2025 06:01,13-04-2025 06:47,6,10.69,176,231,3,Google Pay,24.23,3.9,28.13
5802,06-04-2025 16:34,06-04-2025 16:42,5,22.71,126,4,3,Google Pay,48.66,5.21,53.87
5803,20-04-2025 22:52,20-04-2025 23:30,4,13.02,204,240,3,Google Pay,28.96,4.41,33.37
5804,01-04-2025 08:57,01-04-2025 09:15,3,25.2,246,206,3,Google Pay,53.72,4.97,58.69
5805,11-04-2025 14:17,11-04-2025 14:45,3,26.39,99,94,3,Google Pay,56.14,1.09,57.23
5806,05-04-2025 02:31,05-04-2025 03:10,4,9.34,44,232,3,Google Pay,21.48,0.15,21.63
5807,07-04-2025 20:35,07-04-2025 20:52,3,24.79,222,160,3,Google Pay,52.89,3.4,56.29
5808,01-04-2025 16:05,01-04-2025 16:20,1,5.05,97,113,3,Google Pay,12.76,2.55,15.31
5809,23-04-2025 11:07,23-04-2025 12:05,3,10.36,36,252,3,Google Pay,23.56,2.5,26.06
5810,10-04-2025 21:13,10-04-2025 21:52,3,15.78,168,222,3,Google Pay,34.57,9.37,43.94
5811,16-04-2025 13:27,16-04-2025 13:57,4,7.18,30,94,3,Google Pay,17.09,8.19,25.28
5812,20-04-2025 03:01,20-04-2025 04:01,4,17.59,85,167,3,Google Pay,38.25,0.13,38.38
5813,15-04-2025 04:19,15-04-2025 05:09,3,17.57,121,138,3,Google Pay,38.21,0.09,38.3
5814,23-04-2025 16:22,23-04-2025 16:41,2,6.6,248,210,3,Google Pay,15.91,7.77,23.68
5815,17-04-2025 21:39,17-04-2025 22:02,4,23.97,184,256,3,Google Pay,51.22,9.85,61.07
5816,22-04-2025 02:28,22-04-2025 03:24,5,19.13,253,73,3,Google Pay,41.38,4.65,46.03
5817,02-04-2025 10:39,02-04-2025 10:54,5,9.87,209,214,3,Google Pay,22.56,4.33,26.89
5818,16-04-2025 00:43,16-04-2025 01:11,1,7.35,24,151,3,Google Pay,17.44,2.76,20.2
5819,04-04-2025 15:37,04-04-2025 16:03,3,26.42,122,235,3,Google Pay,56.2,6.67,62.87
5820,07-04-2025 15:34,07-04-2025 16:05,2,25.15,225,216,3,Google Pay,53.62,4.72,58.34
5821,03-04-2025 13:12,03-04-2025 13:30,1,7.28,123,109,3,Google Pay,17.3,1.68,18.98
5822,13-04-2025 03:05,13-04-2025 03:45,3,1.55,173,120,3,Google Pay,5.65,4.81,10.46
5823,18-04-2025 20:37,18-04-2025 21:28,4,24.23,143,98,3,Google Pay,51.75,3.76,55.51
5824,04-04-2025 05:58,04-04-2025 06:18,5,18.66,169,210,3,Google Pay,40.43,8.9,49.33
5825,25-04-2025 17:18,25-04-2025 17:23,6,3.48,57,32,3,Google Pay,9.57,7.72,17.29
5826,22-04-2025 09:31,22-04-2025 09:38,2,17.83,42,226,3,Google Pay,38.74,7.01,45.75
5827,09-04-2025 06:21,09-04-2025 07:20,6,13.84,119,215,3,Google Pay,30.63,3.27,33.9
5828,09-04-2025 17:55,09-04-2025 18:01,5,23.35,121,123,3,Google Pay,49.96,1.4,51.36
5829,12-04-2025 09:09,12-04-2025 10:02,6,6.67,251,147,3,Google Pay,16.06,8.65,24.71
5830,18-04-2025 08:47,18-04-2025 09:25,4,13.87,182,52,3,Google Pay,30.69,3.43,34.12
5831,01-04-2025 13:46,01-04-2025 13:57,3,5.11,165,180,3,Google Pay,12.89,5.93,18.82
5832,06-04-2025 13:12,06-04-2025 13:49,4,28.75,210,187,3,Google Pay,60.94,5.91,66.85
5833,12-04-2025 07:55,12-04-2025 08:25,6,23.47,11,108,3,Google Pay,50.2,9.28,59.48
5834,18-04-2025 12:18,18-04-2025 13:13,4,22.23,182,126,3,Google Pay,47.68,1.72,49.4
5835,21-04-2025 03:49,21-04-2025 04:25,5,20.86,251,261,3,Google Pay,44.9,7.72,52.62
5836,12-04-2025 05:58,12-04-2025 06:05,2,12.99,138,194,3,Google Pay,28.9,4.63,33.53
5837,02-04-2025 12:36,02-04-2025 12:51,4,27.74,218,34,3,Google Pay,58.88,1.75,60.63
5838,10-04-2025 01:33,10-04-2025 01:56,5,2.65,239,182,3,Google Pay,7.89,8.36,16.25
5839,21-04-2025 23:21,21-04-2025 23:45,2,24.2,87,239,3,Google Pay,51.69,8.2,59.89
5840,05-04-2025 06:37,05-04-2025 06:43,3,6.85,92,146,3,Google Pay,16.42,0.4,16.82
5841,24-04-2025 17:13,24-04-2025 17:32,6,10.06,208,44,3,Google Pay,22.95,7.09,30.04
5842,10-04-2025 11:40,10-04-2025 12:25,3,15.82,204,259,3,Google Pay,34.65,1.54,36.19
5843,22-04-2025 12:27,22-04-2025 13:21,1,23.59,186,19,3,Google Pay,50.45,6.1,56.55
5844,18-04-2025 17:01,18-04-2025 17:50,5,25.24,85,215,3,Google Pay,53.8,6.44,60.24
5845,15-04-2025 04:54,15-04-2025 05:14,2,17.72,152,211,3,Google Pay,38.52,6.65,45.17
5846,15-04-2025 16:52,15-04-2025 16:59,4,12.39,156,231,3,Google Pay,27.68,1.2,28.88
5847,08-04-2025 05:14,08-04-2025 05:36,3,28.42,21,5,3,Google Pay,60.26,5.98,66.24
5848,29-04-2025 15:12,29-04-2025 16:04,2,7.77,161,162,3,Google Pay,18.29,1,19.29
5849,02-04-2025 22:04,02-04-2025 22:16,5,24.19,156,216,3,Google Pay,51.67,7.46,59.13
5850,26-04-2025 00:17,26-04-2025 01:14,1,18.56,143,100,3,Google Pay,40.22,0.64,40.86
5851,24-04-2025 16:59,24-04-2025 17:54,3,11.62,257,171,3,Google Pay,26.12,7.58,33.7
5852,06-04-2025 13:24,06-04-2025 13:53,6,0.54,107,252,3,Google Pay,3.6,8.83,12.43
5853,12-04-2025 12:41,12-04-2025 13:27,2,13.67,50,169,3,Google Pay,30.28,2.99,33.27
5854,22-04-2025 21:37,22-04-2025 22:07,6,8.66,35,38,3,Google Pay,20.1,7.78,27.88
5855,30-04-2025 01:26,30-04-2025 01:39,2,3.58,224,228,3,Google Pay,9.78,4.18,13.96
5856,14-04-2025 14:23,14-04-2025 15:20,2,2.72,156,125,3,Google Pay,8.03,7.98,16.01
5857,10-04-2025 01:03,10-04-2025 01:55,5,10.75,191,137,3,Google Pay,24.35,6.86,31.21
5858,17-04-2025 09:40,17-04-2025 10:02,5,18.64,184,108,3,Google Pay,40.39,2.89,43.28
5859,03-04-2025 08:53,03-04-2025 09:53,5,25.21,237,68,3,Google Pay,53.74,1.94,55.68
5860,10-04-2025 21:52,10-04-2025 22:02,4,5.92,58,104,3,Google Pay,14.53,9.15,23.68
5861,06-04-2025 03:20,06-04-2025 03:29,2,13.03,39,246,3,Google Pay,28.98,8.39,37.37
5862,11-04-2025 17:44,11-04-2025 17:53,3,12.06,241,165,3,Google Pay,27.01,6.6,33.61
5863,29-04-2025 19:18,29-04-2025 19:55,6,15.65,25,192,3,Google Pay,34.31,3.49,37.8
5864,20-04-2025 18:13,20-04-2025 19:04,5,24.38,117,195,3,Google Pay,52.05,5.1,57.15
5865,15-04-2025 18:27,15-04-2025 19:17,5,16.83,240,132,3,Google Pay,36.71,5.58,42.29
5866,01-04-2025 16:27,01-04-2025 17:20,6,25.48,175,144,3,Google Pay,54.29,0.86,55.15
5867,08-04-2025 14:48,08-04-2025 15:39,6,15.8,228,219,3,Google Pay,34.61,9.72,44.33
5868,13-04-2025 13:34,13-04-2025 14:05,2,18.31,253,26,3,Google Pay,39.72,0.92,40.64
5869,27-04-2025 14:38,27-04-2025 14:44,5,13.4,111,251,3,Google Pay,29.74,7.22,36.96
5870,06-04-2025 10:41,06-04-2025 10:46,6,24.78,241,95,3,Google Pay,52.87,4.93,57.8
5871,19-04-2025 00:19,19-04-2025 01:11,4,27.75,224,200,3,Google Pay,58.9,7.6,66.5
5872,12-04-2025 01:31,12-04-2025 02:29,4,19.35,52,103,3,Google Pay,41.83,2.61,44.44
5873,01-04-2025 09:45,01-04-2025 10:24,5,24.71,221,193,3,Google Pay,52.72,3.95,56.67
5874,02-04-2025 21:52,02-04-2025 22:35,6,2.24,152,2,3,Google Pay,7.05,5.26,12.31
5875,27-04-2025 10:41,27-04-2025 10:55,2,27.23,118,247,3,Google Pay,57.85,1.21,59.06
5876,22-04-2025 15:07,22-04-2025 15:18,2,6.07,135,91,3,Google Pay,14.84,8.52,23.36
5877,28-04-2025 03:13,28-04-2025 04:05,2,8.07,209,45,3,Google Pay,18.9,9.92,28.82
5878,08-04-2025 01:17,08-04-2025 01:59,1,2.07,127,3,3,Google Pay,6.71,4.18,10.89
5879,17-04-2025 21:39,17-04-2025 22:34,5,28.98,7,64,3,Google Pay,61.4,3.77,65.17
5880,05-04-2025 01:44,05-04-2025 02:14,2,25.63,222,135,3,Google Pay,54.59,5.94,60.53
5881,12-04-2025 07:40,12-04-2025 07:57,4,27.44,77,176,3,Google Pay,58.27,6.89,65.16
5882,08-04-2025 04:14,08-04-2025 05:12,6,25.49,227,120,3,Google Pay,54.31,8.69,63
5883,23-04-2025 18:02,23-04-2025 18:45,3,14.65,117,262,3,Google Pay,32.28,3.73,36.01
5884,05-04-2025 03:50,05-04-2025 04:49,3,27.76,157,174,3,Google Pay,58.92,7.65,66.57
5885,29-04-2025 03:43,29-04-2025 04:07,2,29.1,60,118,3,Google Pay,61.65,2.4,64.05
5886,16-04-2025 09:38,16-04-2025 10:33,3,15.33,184,185,3,Google Pay,33.66,6.8,40.46
5887,29-04-2025 10:48,29-04-2025 11:13,3,5.68,144,243,3,Google Pay,14.04,4.67,18.71
5888,03-04-2025 17:35,03-04-2025 18:07,1,19.93,161,214,3,Google Pay,43.01,6.62,49.63
5889,03-04-2025 17:17,03-04-2025 17:54,4,29.28,89,121,3,Google Pay,62.01,3.8,65.81
5890,17-04-2025 04:19,17-04-2025 05:11,4,26.23,16,63,3,Google Pay,55.81,2.94,58.75
5891,30-04-2025 08:02,30-04-2025 08:08,1,25.92,249,149,3,Google Pay,55.18,4.86,60.04
5892,08-04-2025 00:07,08-04-2025 00:31,1,28.05,98,29,3,Google Pay,59.51,8.95,68.46
5893,25-04-2025 09:50,25-04-2025 10:12,3,26.87,104,225,3,Google Pay,57.11,6.75,63.86
5894,05-04-2025 21:18,05-04-2025 21:52,5,23.4,235,173,3,Google Pay,50.06,6.12,56.18
5895,06-04-2025 17:26,06-04-2025 17:43,6,21.69,261,244,3,Google Pay,46.59,7.2,53.79
5896,23-04-2025 04:51,23-04-2025 05:02,6,8.31,239,131,3,Google Pay,19.39,7.29,26.68
5897,11-04-2025 14:08,11-04-2025 14:29,3,18.83,262,20,3,Google Pay,40.77,2.95,43.72
5898,15-04-2025 09:57,15-04-2025 10:43,6,15.88,115,81,3,Google Pay,34.78,2.33,37.11
5899,26-04-2025 09:52,26-04-2025 10:33,1,25.93,12,235,3,Google Pay,55.2,5.09,60.29
5900,30-04-2025 08:07,30-04-2025 08:42,4,15.01,73,221,3,Google Pay,33.01,1.48,34.49
5901,16-04-2025 19:21,16-04-2025 19:50,6,4.27,178,170,3,Google Pay,11.18,4.75,15.93
5902,20-04-2025 23:11,20-04-2025 23:34,3,0.65,260,46,3,Google Pay,3.82,6.93,10.75
5903,09-04-2025 18:46,09-04-2025 19:18,5,20.5,259,60,3,Google Pay,44.17,0.07,44.24
5904,01-04-2025 23:19,01-04-2025 23:29,3,16.72,120,96,3,Google Pay,36.48,1.11,37.59
5905,18-04-2025 04:37,18-04-2025 04:56,2,10.26,169,31,3,Google Pay,23.35,9.62,32.97
5906,17-04-2025 07:12,17-04-2025 07:43,3,5.48,68,116,3,Google Pay,13.64,9.28,22.92
5907,07-04-2025 03:09,07-04-2025 03:49,1,14.27,59,62,3,Google Pay,31.5,4.18,35.68
5908,12-04-2025 09:49,12-04-2025 10:11,4,3.46,130,146,3,Google Pay,9.53,5.9,15.43
5909,02-04-2025 19:07,02-04-2025 19:42,4,10.42,75,53,3,Google Pay,23.68,1.55,25.23
5910,23-04-2025 02:04,23-04-2025 02:27,6,11.69,90,51,3,Google Pay,26.26,3.31,29.57
5911,20-04-2025 21:52,20-04-2025 22:41,1,14.24,154,169,3,Google Pay,31.44,7.93,39.37
5912,26-04-2025 10:36,26-04-2025 11:15,2,14.27,218,195,3,Google Pay,31.5,8.56,40.06
5913,14-04-2025 09:54,14-04-2025 10:31,1,8.08,28,83,3,Google Pay,18.92,4.05,22.97
5914,25-04-2025 16:48,25-04-2025 17:08,3,25.58,130,134,3,Google Pay,54.49,3.11,57.6
5915,23-04-2025 07:18,23-04-2025 07:47,1,10.99,66,81,3,Google Pay,24.84,6.82,31.66
5916,09-04-2025 15:17,09-04-2025 15:23,1,7.27,144,219,3,Google Pay,17.28,7.18,24.46
5917,26-04-2025 18:59,26-04-2025 19:35,2,5.69,103,2,3,Google Pay,14.07,9.84,23.91
5918,09-04-2025 11:50,09-04-2025 12:41,3,10.02,37,251,3,Google Pay,22.87,6.97,29.84
5919,25-04-2025 17:46,25-04-2025 18:16,5,2.49,249,236,3,Google Pay,7.56,2.4,9.96
5920,16-04-2025 19:44,16-04-2025 20:12,5,1.47,156,156,3,Google Pay,5.49,0.6,6.09
5921,15-04-2025 17:32,15-04-2025 18:25,4,18.35,132,37,3,Google Pay,39.8,2.58,42.38
5922,22-04-2025 07:36,22-04-2025 08:15,6,18.76,47,229,3,Google Pay,40.63,2.27,42.9
5923,13-04-2025 12:43,13-04-2025 13:33,1,16.12,195,145,3,Google Pay,35.26,0.93,36.19
5924,28-04-2025 05:55,28-04-2025 06:06,4,22.99,103,56,3,Google Pay,49.23,4.44,53.67
5925,26-04-2025 05:41,26-04-2025 06:14,2,1.65,171,121,3,Google Pay,5.85,2.88,8.73
5926,08-04-2025 07:08,08-04-2025 07:27,5,28.11,89,211,3,Google Pay,59.63,9.25,68.88
5927,04-04-2025 03:13,04-04-2025 03:54,1,3.3,246,260,3,Google Pay,9.21,4.04,13.25
5928,25-04-2025 04:08,25-04-2025 04:14,2,20.38,58,103,3,Google Pay,43.92,8.77,52.69
5929,08-04-2025 01:19,08-04-2025 01:49,6,4.44,105,235,3,Google Pay,11.52,3.07,14.59
5930,21-04-2025 10:50,21-04-2025 11:44,2,26.46,180,38,3,Google Pay,56.28,8.31,64.59
5931,14-04-2025 10:57,14-04-2025 11:16,1,15.57,69,108,3,Google Pay,34.15,4.55,38.7
5932,12-04-2025 23:38,13-04-2025 00:11,6,2.93,153,224,3,Google Pay,8.46,0.32,8.78
5933,25-04-2025 15:34,25-04-2025 16:02,2,18.69,25,184,3,Google Pay,40.49,4.87,45.36
5934,17-04-2025 16:59,17-04-2025 17:34,6,0.77,35,155,3,Google Pay,4.07,2.27,6.34
5935,21-04-2025 15:58,21-04-2025 16:39,1,23.39,15,32,3,Google Pay,50.04,3.07,53.11
5936,01-04-2025 00:47,01-04-2025 00:58,1,19.69,106,234,3,Google Pay,42.52,6.84,49.36
5937,30-04-2025 00:53,30-04-2025 01:39,6,6.77,218,250,3,Google Pay,16.26,5.3,21.56
5938,24-04-2025 00:38,24-04-2025 01:02,3,11.56,74,58,3,Google Pay,26,8.89,34.89
5939,18-04-2025 06:00,18-04-2025 06:26,4,0.73,38,163,3,Google Pay,3.98,9.36,13.34
5940,09-04-2025 10:39,09-04-2025 10:53,2,20.96,197,17,3,Google Pay,45.1,6.91,52.01
5941,01-04-2025 20:26,01-04-2025 21:22,2,10.02,174,254,3,Google Pay,22.87,8.64,31.51
5942,29-04-2025 04:54,29-04-2025 05:39,3,17.36,44,146,3,Google Pay,37.78,1.95,39.73
